symbol,total_return_pct,total_trades,winning_trades,losing_trades,win_rate,total_wins_pct,total_losses_pct,avg_win_pct,avg_loss_pct,max_win_pct,max_loss_pct,profit_factor,avg_holding_days,max_holding_days,min_holding_days,max_consecutive_wins,max_consecutive_losses,trades_detail,market_cap_cr,sector,industry,pe_ratio,pb_ratio,debt_to_equity,roe
NAHARPOLY.NS,-31.1540615,6,2,4,33.33333333,25.88365971,56.24506121,30.08159015,18.38218884,25.44707553,30.24412559,0.460194356,157.6666667,334,11,2,4,"[{'entry_date': datetime.date(2022, 5, 20), 'exit_date': datetime.date(2022, 5, 31), 'entry_price': 409.258544921875, 'exit_price': 390.783203125, 'shares': 241, 'initial_investment': 98631.30932617188, 'final_value': 93990.39444921874, 'profit': -4640.914876953131, 'profit_pct': -4.705316099582247, 'reason': 'Signal', 'holding_days': 11}, {'entry_date': datetime.date(2022, 7, 18), 'exit_date': datetime.date(2022, 12, 28), 'entry_price': 384.248046875, 'exit_price': 261.3252868652344, 'shares': 245, 'initial_investment': 94140.771484375, 'final_value': 63896.645891418455, 'profit': -30244.125592956545, 'profit_pct': -32.12649005959794, 'reason': 'Signal', 'holding_days': 163}, {'entry_date': datetime.date(2023, 1, 9), 'exit_date': datetime.date(2023, 3, 2), 'entry_price': 255.7799072265625, 'exit_price': 216.17018127441406, 'shares': 250, 'initial_investment': 63944.976806640625, 'final_value': 53934.46022796631, 'profit': -10010.516578674316, 'profit_pct': -15.654891249619993, 'reason': 'Signal', 'holding_days': 52}, {'entry_date': datetime.date(2023, 3, 15), 'exit_date': datetime.date(2024, 2, 12), 'entry_price': 237.6089630126953, 'exit_price': 187.98712158203125, 'shares': 227, 'initial_investment': 53937.234603881836, 'final_value': 42587.730445922854, 'profit': -11349.504157958982, 'profit_pct': -21.042057942551924, 'reason': 'Signal', 'holding_days': 334}, {'entry_date': datetime.date(2024, 4, 12), 'exit_date': datetime.date(2025, 2, 21), 'entry_price': 203.07989501953125, 'exit_price': 205.57000732421875, 'shares': 210, 'initial_investment': 42646.77795410156, 'final_value': 43083.36213500977, 'profit': 436.58418090820487, 'profit_pct': 1.0237213732256092, 'reason': 'Signal', 'holding_days': 315}, {'entry_date': datetime.date(2025, 3, 20), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 198.2899932861328, 'exit_price': np.float64(316.19000244140625), 'shares': 217, 'initial_investment': 43028.92854309082, 'final_value': np.float64(68476.00406872558), 'profit': np.float64(25447.075525634762), 'profit_pct': np.float64(59.13945893435641), 'reason': 'End of Data', 'holding_days': 71}]",777.4479872,Consumer Cyclical,Packaging & Containers,16.416925,0.9045864,12.891,0
SEAMECLTD.NS,44.82859583,2,1,1,50,47.12918199,1.81363572,47.84507814,1.251029163,47.12918199,1.81363572,25.98602436,396.5,706,87,1,1,"[{'entry_date': datetime.date(2023, 3, 24), 'exit_date': datetime.date(2025, 2, 27), 'entry_price': 635.5078735351562, 'exit_price': 941.4500122070312, 'shares': 155, 'initial_investment': 98503.72039794922, 'final_value': 145632.90238830567, 'profit': 47129.18199035645, 'profit_pct': 47.84507813507686, 'reason': 'Signal', 'holding_days': 706}, {'entry_date': datetime.date(2025, 3, 4), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 935.2999877929688, 'exit_price': np.float64(925.4500122070312), 'shares': 155, 'initial_investment': 144971.49810791016, 'final_value': np.float64(143157.86238830566), 'profit': np.float64(-1813.6357196044992), 'profit_pct': np.float64(-1.25102916316317), 'reason': 'End of Data', 'holding_days': 87}]",2352.956621,Industrials,Marine Shipping,26.246456,2.638113,25.664,0
TBOTEK.NS,3.341119241,2,1,1,50,5.030264903,1.29976037,5.210938668,1.324126306,5.030264903,1.29976037,3.870147929,11,14,8,1,1,"[{'entry_date': datetime.date(2025, 3, 24), 'exit_date': datetime.date(2025, 4, 1), 'entry_price': 1211.8499755859375, 'exit_price': 1198.199951171875, 'shares': 81, 'initial_investment': 98159.84802246094, 'final_value': 96860.08765283204, 'profit': -1299.7603696289007, 'profit_pct': -1.3241263060345096, 'reason': 'Signal', 'holding_days': 8}, {'entry_date': datetime.date(2025, 5, 16), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 1237.5999755859375, 'exit_price': np.float64(1304.699951171875), 'shares': 78, 'initial_investment': 96532.79809570312, 'final_value': np.float64(101563.06299902344), 'profit': np.float64(5030.26490332032), 'profit_pct': np.float64(5.210938668050717), 'reason': 'End of Data', 'holding_days': 14}]",13869.09041,Consumer Cyclical,Travel Services,60.59916,11.608787,17.921,0.26426
VCL.NS,-66.61791808,7,3,4,42.85714286,20.83618263,86.7400117,18.66756047,28.67697882,11.77183568,41.12999565,0.240214201,99.42857143,390,1,2,2,"[{'entry_date': datetime.date(2022, 11, 1), 'exit_date': datetime.date(2022, 12, 22), 'entry_price': 4.72801399230957, 'exit_price': 2.8035459518432617, 'shares': 20939, 'initial_investment': 98999.8849849701, 'final_value': 58586.041788274764, 'profit': -40413.84319669533, 'profit_pct': -40.82211126086748, 'reason': 'Signal', 'holding_days': 51}, {'entry_date': datetime.date(2023, 1, 25), 'exit_date': datetime.date(2023, 1, 30), 'entry_price': 2.708509922027588, 'exit_price': 2.5421979427337646, 'shares': 21707, 'initial_investment': 58793.62487745285, 'final_value': 55073.123761435985, 'profit': -3720.501116016865, 'profit_pct': -6.32806894246057, 'reason': 'Signal', 'holding_days': 5}, {'entry_date': datetime.date(2023, 2, 2), 'exit_date': datetime.date(2023, 2, 17), 'entry_price': 2.3046090602874756, 'exit_price': 2.8035459518432617, 'shares': 23862, 'initial_investment': 54992.58139657974, 'final_value': 66764.41707587814, 'profit': 11771.835679298398, 'profit_pct': 21.406224949517547, 'reason': 'Signal', 'holding_days': 15}, {'entry_date': datetime.date(2023, 2, 22), 'exit_date': datetime.date(2024, 3, 18), 'entry_price': 2.6134750843048096, 'exit_price': 1.0, 'shares': 25460, 'initial_investment': 66539.07564640045, 'final_value': 25409.08, 'profit': -41129.99564640045, 'profit_pct': -61.813295791741965, 'reason': 'Signal', 'holding_days': 390}, {'entry_date': datetime.date(2024, 3, 20), 'exit_date': datetime.date(2024, 3, 21), 'entry_price': 0.8999999761581421, 'exit_price': 0.8500000238418579, 'shares': 28543, 'initial_investment': 25688.69931948185, 'final_value': 24213.027579157115, 'profit': -1475.6717403247349, 'profit_pct': -5.744439303727658, 'reason': 'Signal', 'holding_days': 1}, {'entry_date': datetime.date(2024, 3, 28), 'exit_date': datetime.date(2024, 4, 3), 'entry_price': 0.949999988079071, 'exit_price': 1.100000023841858, 'shares': 25450, 'initial_investment': 24177.499696612358, 'final_value': 27939.010605561733, 'profit': 3761.5109089493744, 'profit_pct': 15.557898691552543, 'reason': 'Signal', 'holding_days': 6}, {'entry_date': datetime.date(2024, 10, 14), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 0.8299999833106995, 'exit_price': np.float64(0.9900000095367432), 'shares': 33558, 'initial_investment': 27853.139439940453, 'final_value': np.float64(33155.97547939396), 'profit': np.float64(5302.836039453505), 'profit_pct': np.float64(19.03855775715329), 'reason': 'End of Data', 'holding_days': 228}]",18.191448,Consumer Cyclical,Textile Manufacturing,0,1.0476191,63.477,0
ONMOBILE.NS,-13.91701693,6,3,3,50,41.33759782,54.23284395,19.19222158,18.96433541,28.80129959,26.84423764,0.762224416,98.16666667,290,2,1,1,"[{'entry_date': datetime.date(2022, 12, 20), 'exit_date': datetime.date(2022, 12, 23), 'entry_price': 97.0999984741211, 'exit_price': 82.75, 'shares': 1019, 'initial_investment': 98944.8984451294, 'final_value': 84153.6055, 'profit': -14791.29294512939, 'profit_pct': -14.949020290654003, 'reason': 'Signal', 'holding_days': 3}, {'entry_date': datetime.date(2023, 1, 16), 'exit_date': datetime.date(2023, 1, 18), 'entry_price': 95.3499984741211, 'exit_price': 95.55000305175781, 'shares': 882, 'initial_investment': 84098.6986541748, 'final_value': 84106.55248626709, 'profit': 7.853832092281664, 'profit_pct': 0.0093388271375966, 'reason': 'Signal', 'holding_days': 2}, {'entry_date': datetime.date(2023, 1, 23), 'exit_date': datetime.date(2023, 2, 9), 'entry_price': 93.6500015258789, 'exit_price': 79.75, 'shares': 896, 'initial_investment': 83910.4013671875, 'final_value': 71313.088, 'profit': -12597.313367187497, 'profit_pct': -15.012815052644445, 'reason': 'Signal', 'holding_days': 17}, {'entry_date': datetime.date(2023, 4, 25), 'exit_date': datetime.date(2024, 2, 9), 'entry_price': 68.0999984741211, 'exit_price': 95.80000305175781, 'shares': 1047, 'initial_investment': 71300.69840240479, 'final_value': 100101.99798880005, 'profit': 28801.299586395267, 'profit_pct': 40.39413390293506, 'reason': 'Signal', 'holding_days': 290}, {'entry_date': datetime.date(2024, 6, 20), 'exit_date': datetime.date(2025, 2, 20), 'entry_price': 73.4000015258789, 'exit_price': 53.7400016784668, 'shares': 1358, 'initial_investment': 99677.20207214355, 'final_value': 72832.9644347992, 'profit': -26844.237637344355, 'profit_pct': -26.931170898953656, 'reason': 'Signal', 'holding_days': 245}, {'entry_date': datetime.date(2025, 4, 28), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 49.459999084472656, 'exit_price': np.float64(58.06999969482422), 'shares': 1475, 'initial_investment': 72953.49864959717, 'final_value': np.float64(85481.94305076599), 'profit': np.float64(12528.444401168817), 'profit_pct': np.float64(17.17319201008326), 'reason': 'End of Data', 'holding_days': 32}]",617.4060544,Communication Services,Telecom Services,0,0.9859418,7.031,-0.06366
EMCURE.NS,43.4367904,1,1,0,100,43.6335527,0,44.35153698,0,43.6335527,43.6335527,inf,49,49,49,1,0,"[{'entry_date': datetime.date(2025, 4, 11), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 919.4500122070312, 'exit_price': np.float64(1329.9000244140625), 'shares': 107, 'initial_investment': 98381.15130615234, 'final_value': np.float64(142014.7040070801), 'profit': np.float64(43633.55270092774), 'profit_pct': np.float64(44.35153697799741), 'reason': 'End of Data', 'holding_days': 49}]",25203.20082,Healthcare,Drug Manufacturers - Specialty & Generic,36.495613,5.668895,22.035,0.18225999
IFCI.NS,404.0778454,6,2,4,33.33333333,566.4598589,159.6036831,253.0596715,11.5214598,384.0465153,132.2741422,3.549165332,163.6666667,558,4,1,2,"[{'entry_date': datetime.date(2022, 6, 7), 'exit_date': datetime.date(2022, 6, 23), 'entry_price': 9.949999809265137, 'exit_price': 8.699999809265137, 'shares': 9949, 'initial_investment': 98992.54810237885, 'final_value': 86383.1855061741, 'profit': -12609.362596204752, 'profit_pct': -12.737688682550177, 'reason': 'Signal', 'holding_days': 16}, {'entry_date': datetime.date(2022, 7, 13), 'exit_date': datetime.date(2023, 3, 24), 'entry_price': 9.800000190734863, 'exit_price': 9.75, 'shares': 8808, 'initial_investment': 86318.40167999268, 'final_value': 85706.244, 'profit': -612.1576799926697, 'profit_pct': -0.7091856059407999, 'reason': 'Signal', 'holding_days': 254}, {'entry_date': datetime.date(2023, 4, 21), 'exit_date': datetime.date(2024, 10, 30), 'entry_price': 10.449999809265137, 'exit_price': 57.47999954223633, 'shares': 8186, 'initial_investment': 85543.69843864441, 'final_value': 469590.21370024106, 'profit': 384046.51526159665, 'profit_pct': 448.94775684389094, 'reason': 'Signal', 'holding_days': 558}, {'entry_date': datetime.date(2024, 11, 11), 'exit_date': datetime.date(2025, 2, 24), 'entry_price': 63.43000030517578, 'exit_price': 45.5, 'shares': 7340, 'initial_investment': 465576.20223999023, 'final_value': 333302.06, 'profit': -132274.14223999024, 'profit_pct': -28.41084694698527, 'reason': 'Signal', 'holding_days': 105}, {'entry_date': datetime.date(2025, 4, 4), 'exit_date': datetime.date(2025, 4, 8), 'entry_price': 43.11000061035156, 'exit_price': 41.369998931884766, 'shares': 7740, 'initial_investment': 333671.4047241211, 'final_value': 319563.3841493225, 'profit': -14108.020574798575, 'profit_pct': -4.228117955286897, 'reason': 'Signal', 'holding_days': 4}, {'entry_date': datetime.date(2025, 4, 15), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 42.810001373291016, 'exit_price': np.float64(67.41999816894531), 'shares': 7453, 'initial_investment': 319062.94023513794, 'final_value': np.float64(501476.2838604431), 'profit': np.float64(182413.34362530516), 'profit_pct': np.float64(57.17158611115195), 'reason': 'End of Data', 'holding_days': 45}]",18167.73427,Financial Services,Credit Services,103.723076,2.026633,24.627,0.030639999
BIRLACABLE.NS,-20.74619598,4,1,3,25,16.19682583,36.29363296,25.94040573,13.98053018,16.19682583,16.10745831,0.446271825,79,202,6,1,3,"[{'entry_date': datetime.date(2024, 4, 16), 'exit_date': datetime.date(2024, 11, 4), 'entry_price': 258.8941955566406, 'exit_price': 222.57000732421875, 'shares': 382, 'initial_investment': 98897.58270263672, 'final_value': 84851.69931225586, 'profit': -14045.883390380855, 'profit_pct': -14.202453696581985, 'reason': 'Signal', 'holding_days': 202}, {'entry_date': datetime.date(2024, 11, 8), 'exit_date': datetime.date(2024, 11, 14), 'entry_price': 220.75, 'exit_price': 205.1699981689453, 'shares': 384, 'initial_investment': 84768.0, 'final_value': 78627.70873828125, 'profit': -6140.291261718754, 'profit_pct': -7.2436429569162355, 'reason': 'Signal', 'holding_days': 6}, {'entry_date': datetime.date(2024, 12, 5), 'exit_date': datetime.date(2025, 1, 31), 'entry_price': 228.4600067138672, 'exit_price': 182.0, 'shares': 344, 'initial_investment': 78590.24230957031, 'final_value': 62482.784, 'profit': -16107.458309570313, 'profit_pct': -20.495493888569968, 'reason': 'Signal', 'holding_days': 57}, {'entry_date': datetime.date(2025, 4, 9), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 144.1999969482422, 'exit_price': np.float64(181.97000122070312), 'shares': 433, 'initial_investment': 62438.59867858887, 'final_value': np.float64(78635.42450750733), 'profit': np.float64(16196.82582891846), 'profit_pct': np.float64(25.94040572930506), 'reason': 'End of Data', 'holding_days': 51}]",547.5004416,Technology,Communication Equipment,110.95732,2.1763103,43.993,0.0194
ARVEE.NS,77.28778118,4,2,2,50,138.8050902,60.49741849,67.84583733,19.99314313,96.18487046,38.87617016,2.294396912,305.75,395,174,2,1,"[{'entry_date': datetime.date(2021, 9, 17), 'exit_date': datetime.date(2022, 6, 29), 'entry_price': 92.0, 'exit_price': 72.05000305175781, 'shares': 1076, 'initial_investment': 98992.0, 'final_value': 77370.75167712402, 'profit': -21621.24832287598, 'profit_pct': -21.841409732984467, 'reason': 'Signal', 'holding_days': 285}, {'entry_date': datetime.date(2022, 7, 8), 'exit_date': datetime.date(2022, 12, 29), 'entry_price': 87.80000305175781, 'exit_price': 136.4499969482422, 'shares': 881, 'initial_investment': 77351.80268859863, 'final_value': 119972.02241677856, 'profit': 42620.21972817993, 'profit_pct': 55.09919387368329, 'reason': 'Signal', 'holding_days': 174}, {'entry_date': datetime.date(2023, 4, 20), 'exit_date': datetime.date(2024, 4, 23), 'entry_price': 118.4000015258789, 'exit_price': 214.25, 'shares': 1008, 'initial_investment': 119347.20153808594, 'final_value': 215532.072, 'profit': 96184.87046191405, 'profit_pct': 80.59248078072416, 'reason': 'Signal', 'holding_days': 369}, {'entry_date': datetime.date(2024, 4, 30), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 224.35000610351562, 'exit_price': np.float64(184.00999450683594), 'shares': 955, 'initial_investment': 214254.25582885742, 'final_value': np.float64(175378.08566452027), 'profit': np.float64(-38876.17016433715), 'profit_pct': np.float64(-18.1448765224952), 'reason': 'End of Data', 'holding_days': 395}]",202.779008,Basic Materials,Specialty Chemicals,92.46733,6.536767,3.222,0
KERNEX.NS,2346.926747,4,4,0,100,2355.07626,0,268.54509,0,961.9301428,92.92663217,inf,347.25,1119,4,4,0,"[{'entry_date': datetime.date(2021, 4, 30), 'exit_date': datetime.date(2024, 5, 23), 'entry_price': 42.70000076293945, 'exit_price': 458.6000061035156, 'shares': 2318, 'initial_investment': 98978.60176849365, 'final_value': 1060908.7445196533, 'profit': 961930.1427511596, 'profit_pct': 971.8566695870986, 'reason': 'Signal', 'holding_days': 1119}, {'entry_date': datetime.date(2024, 7, 8), 'exit_date': datetime.date(2024, 7, 12), 'entry_price': 425.3999938964844, 'exit_price': 463.95001220703125, 'shares': 2470, 'initial_investment': 1050737.9849243164, 'final_value': 1143664.6170910643, 'profit': 92926.63216674794, 'profit_pct': 8.843939545351198, 'reason': 'Signal', 'holding_days': 4}, {'entry_date': datetime.date(2024, 7, 18), 'exit_date': datetime.date(2025, 3, 4), 'entry_price': 517.6500244140625, 'exit_price': 815.0999755859375, 'shares': 2204, 'initial_investment': 1140900.6538085938, 'final_value': 1792887.3854990234, 'profit': 651986.7316904296, 'profit_pct': 57.14667000268122, 'reason': 'Signal', 'holding_days': 229}, {'entry_date': datetime.date(2025, 4, 23), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 850.4000244140625, 'exit_price': np.float64(1161.699951171875), 'shares': 2098, 'initial_investment': 1784139.2512207031, 'final_value': np.float64(2432372.0045634764), 'profit': np.float64(648232.7533427733), 'profit_pct': np.float64(36.33308066616741), 'reason': 'End of Data', 'holding_days': 37}]",1946.939392,Technology,Software - Application,38.762096,12.3293915,25.633,0.37986
AKG.NS,38.40817664,4,3,1,75,108.3262879,68.87858671,34.5985773,35.59249003,92.34233961,68.87858671,1.572713568,338.25,932,27,2,1,"[{'entry_date': datetime.date(2021, 2, 23), 'exit_date': datetime.date(2021, 3, 22), 'entry_price': 38.5277214050293, 'exit_price': 39.98911666870117, 'shares': 2569, 'initial_investment': 98977.71628952026, 'final_value': 102526.57664044952, 'profit': 3548.860350929259, 'profit_pct': 3.585514481409601, 'reason': 'Signal', 'holding_days': 27}, {'entry_date': datetime.date(2021, 8, 24), 'exit_date': datetime.date(2024, 3, 13), 'entry_price': 9.80906867980957, 'exit_price': 18.700000762939453, 'shares': 10430, 'initial_investment': 102308.58633041382, 'final_value': 194650.92594154357, 'profit': 92342.33961112975, 'profit_pct': 90.25864096382168, 'reason': 'Signal', 'holding_days': 932}, {'entry_date': datetime.date(2024, 4, 24), 'exit_date': datetime.date(2025, 3, 20), 'entry_price': 20.5, 'exit_price': 13.229999542236328, 'shares': 9440, 'initial_investment': 193520.0, 'final_value': 124641.41328735351, 'profit': -68878.58671264649, 'profit_pct': -35.59249003340558, 'reason': 'Signal', 'holding_days': 330}, {'entry_date': datetime.date(2025, 3, 27), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 13.960000038146973, 'exit_price': np.float64(15.380000114440918), 'shares': 8951, 'initial_investment': 124955.96034145355, 'final_value': np.float64(137391.04826231193), 'profit': np.float64(12435.08792085838), 'profit_pct': np.float64(9.951576448917177), 'reason': 'End of Data', 'holding_days': 64}]",48.8724096,Industrials,Industrial Distribution,54.92857,0.87825495,25.998,0.01523
MADHUCON.NS,-5.341060429,7,4,3,57.14285714,112.7730841,116.6661012,35.52509339,32.26719266,49.84855233,45.53648384,0.966631121,130.7142857,345,36,3,2,"[{'entry_date': datetime.date(2022, 4, 11), 'exit_date': datetime.date(2023, 3, 22), 'entry_price': 7.300000190734863, 'exit_price': 3.950000047683716, 'shares': 13561, 'initial_investment': 98995.30258655548, 'final_value': 53458.81874534559, 'profit': -45536.48384120989, 'profit_pct': -45.99863089604232, 'reason': 'Signal', 'holding_days': 345}, {'entry_date': datetime.date(2023, 4, 18), 'exit_date': datetime.date(2023, 12, 19), 'entry_price': 4.800000190734863, 'exit_price': 8.050000190734863, 'shares': 11192, 'initial_investment': 53721.60213470459, 'final_value': 89915.41093043519, 'profit': 36193.8087957306, 'profit_pct': 67.37291398156032, 'reason': 'Signal', 'holding_days': 245}, {'entry_date': datetime.date(2024, 1, 9), 'exit_date': datetime.date(2024, 2, 14), 'entry_price': 7.800000190734863, 'exit_price': 9.75, 'shares': 11467, 'initial_investment': 89442.60218715668, 'final_value': 111579.6435, 'profit': 22137.04131284333, 'profit_pct': 24.74999694946493, 'reason': 'Signal', 'holding_days': 36}, {'entry_date': datetime.date(2024, 4, 9), 'exit_date': datetime.date(2024, 8, 7), 'entry_price': 9.949999809265137, 'exit_price': 14.4399995803833, 'shares': 11174, 'initial_investment': 111181.29786872864, 'final_value': 161029.8502005806, 'profit': 49848.55233185197, 'profit_pct': 44.83537545200091, 'reason': 'Signal', 'holding_days': 120}, {'entry_date': datetime.date(2024, 8, 26), 'exit_date': datetime.date(2024, 11, 1), 'entry_price': 13.609999656677246, 'exit_price': 10.289999961853027, 'shares': 11779, 'initial_investment': 160312.18595600128, 'final_value': 120963.49773156547, 'profit': -39348.68822443581, 'profit_pct': -24.545038787778314, 'reason': 'Signal', 'holding_days': 67}, {'entry_date': datetime.date(2024, 11, 25), 'exit_date': datetime.date(2025, 1, 29), 'entry_price': 11.260000228881836, 'exit_price': 8.319999694824219, 'shares': 10749, 'initial_investment': 121033.74246025085, 'final_value': 89252.8133662262, 'profit': -31780.929094024657, 'profit_pct': -26.2579082890558, 'reason': 'Signal', 'holding_days': 65}, {'entry_date': datetime.date(2025, 4, 23), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 8.220000267028809, 'exit_price': np.float64(8.65999984741211), 'shares': 10868, 'initial_investment': 89334.96290206909, 'final_value': np.float64(93928.64458499146), 'profit': np.float64(4593.681682922368), 'profit_pct': np.float64(5.142087189265484), 'reason': 'End of Data', 'holding_days': 37}]",64.0540352,Industrials,Engineering & Construction,0,-0.04239051,0,0
LINC.NS,-4.643744232,3,1,2,33.33333333,25.90588397,30.04877392,37.65267448,16.56455679,25.90588397,16.17258533,0.86212782,120.6666667,310,15,1,2,"[{'entry_date': datetime.date(2024, 2, 28), 'exit_date': datetime.date(2024, 3, 14), 'entry_price': 141.79515075683594, 'exit_price': 118.86298370361328, 'shares': 698, 'initial_investment': 98973.01522827148, 'final_value': 82800.42989987183, 'profit': -16172.585328399655, 'profit_pct': -16.34039873504832, 'reason': 'Signal', 'holding_days': 15}, {'entry_date': datetime.date(2024, 4, 8), 'exit_date': datetime.date(2025, 2, 12), 'entry_price': 147.85667419433594, 'exit_price': 123.27999877929688, 'shares': 559, 'initial_investment': 82651.88087463379, 'final_value': 68775.6922789917, 'profit': -13876.188595642088, 'profit_pct': -16.788714846900415, 'reason': 'Signal', 'holding_days': 310}, {'entry_date': datetime.date(2025, 4, 23), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 110.26000213623047, 'exit_price': np.float64(152.0800018310547), 'shares': 624, 'initial_investment': 68802.24133300781, 'final_value': np.float64(94708.12530029297), 'profit': np.float64(25905.88396728516), 'profit_pct': np.float64(37.652674484685484), 'reason': 'End of Data', 'holding_days': 37}]",904.7117824,Industrials,Business Equipment & Supplies,24.139683,3.8473995,11.27,0.17091
RHFL.NS,29.90880786,12,4,8,33.33333333,132.0214479,100.0205785,50.1364952,12.89829776,66.55346767,37.15518932,1.319942855,36.58333333,121,3,1,4,"[{'entry_date': datetime.date(2022, 10, 20), 'exit_date': datetime.date(2022, 12, 29), 'entry_price': 3.8499999046325684, 'exit_price': 3.4000000953674316, 'shares': 25714, 'initial_investment': 98998.89754772186, 'final_value': 87252.74724737358, 'profit': -11746.15030034828, 'profit_pct': -11.864930409640282, 'reason': 'Signal', 'holding_days': 70}, {'entry_date': datetime.date(2023, 3, 13), 'exit_date': datetime.date(2023, 4, 5), 'entry_price': 2.75, 'exit_price': 3.0, 'shares': 31700, 'initial_investment': 87175.0, 'final_value': 94909.8, 'profit': 7734.800000000003, 'profit_pct': 8.872727272727277, 'reason': 'Signal', 'holding_days': 23}, {'entry_date': datetime.date(2023, 4, 10), 'exit_date': datetime.date(2023, 8, 9), 'entry_price': 3.450000047683716, 'exit_price': 2.0999999046325684, 'shares': 27437, 'initial_investment': 94657.65130829811, 'final_value': 57502.46198863697, 'profit': -37155.18931966114, 'profit_pct': -39.25217751140625, 'reason': 'Signal', 'holding_days': 121}, {'entry_date': datetime.date(2023, 10, 23), 'exit_date': datetime.date(2023, 10, 26), 'entry_price': 2.200000047683716, 'exit_price': 2.0999999046325684, 'shares': 26222, 'initial_investment': 57688.401250362396, 'final_value': 54956.065104276655, 'profit': -2732.3361460857413, 'profit_pct': -4.736370027360703, 'reason': 'Signal', 'holding_days': 3}, {'entry_date': datetime.date(2023, 12, 7), 'exit_date': datetime.date(2024, 1, 18), 'entry_price': 2.299999952316284, 'exit_price': 5.099999904632568, 'shares': 23856, 'initial_investment': 54868.798862457275, 'final_value': 121422.26652946472, 'profit': 66553.46766700744, 'profit_pct': 121.2956526237084, 'reason': 'Signal', 'holding_days': 42}, {'entry_date': datetime.date(2024, 2, 20), 'exit_date': datetime.date(2024, 2, 28), 'entry_price': 4.099999904632568, 'exit_price': 3.4000000953674316, 'shares': 29426, 'initial_investment': 120646.59719371796, 'final_value': 99848.30600066947, 'profit': -20798.291193048484, 'profit_pct': -17.23902014381177, 'reason': 'Signal', 'holding_days': 8}, {'entry_date': datetime.date(2024, 5, 7), 'exit_date': datetime.date(2024, 5, 13), 'entry_price': 4.099999904632568, 'exit_price': 3.9000000953674316, 'shares': 24346, 'initial_investment': 99818.59767818451, 'final_value': 94759.50351717186, 'profit': -5059.0941610126465, 'profit_pct': -5.068288153399212, 'reason': 'Signal', 'holding_days': 6}, {'entry_date': datetime.date(2024, 6, 20), 'exit_date': datetime.date(2024, 6, 26), 'entry_price': 3.9600000381469727, 'exit_price': 3.680000066757202, 'shares': 23892, 'initial_investment': 94612.32091140747, 'final_value': 87746.71647177315, 'profit': -6865.60443963432, 'profit_pct': -7.256564867553661, 'reason': 'Signal', 'holding_days': 6}, {'entry_date': datetime.date(2024, 7, 8), 'exit_date': datetime.date(2024, 8, 30), 'entry_price': 3.8499999046325684, 'exit_price': 3.4200000762939453, 'shares': 22760, 'initial_investment': 87625.99782943726, 'final_value': 77683.52333297729, 'profit': -9942.474496459967, 'profit_pct': -11.346489332780953, 'reason': 'Signal', 'holding_days': 53}, {'entry_date': datetime.date(2024, 9, 9), 'exit_date': datetime.date(2024, 10, 28), 'entry_price': 3.7100000381469727, 'exit_price': 4.28000020980835, 'shares': 20919, 'initial_investment': 77609.49079799652, 'final_value': 89354.2577402029, 'profit': 11744.766942206377, 'profit_pct': 15.133158098892677, 'reason': 'Signal', 'holding_days': 49}, {'entry_date': datetime.date(2024, 12, 27), 'exit_date': datetime.date(2025, 1, 1), 'entry_price': 4.170000076293945, 'exit_price': 3.9100000858306885, 'shares': 21363, 'initial_investment': 89083.71162986755, 'final_value': 83362.27316993379, 'profit': -5721.4384599337645, 'profit_pct': -6.422541624338325, 'reason': 'Signal', 'holding_days': 5}, {'entry_date': datetime.date(2025, 4, 7), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 3.240000009536743, 'exit_price': np.float64(5.039999961853027), 'shares': 25693, 'initial_investment': 83245.32024502754, 'final_value': np.float64(129233.73358185006), 'profit': np.float64(45988.413336822516), 'profit_pct': np.float64(55.244442812470915), 'reason': 'End of Data', 'holding_days': 53}]",246.894976,Financial Services,Mortgage Finance,0,-6.5454545,0,0
